source,conditionName,sentence,newTagL1,newTagL2,newTagL3,reviewedTag
NHS,Reactive arthritis,"It usually develops after you've had an infection, particularly a sexually transmitted infection or food poisoning.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Reactive arthritis,"There's no single test for reactive arthritis, although blood and urine tests, genital swabs, ultrasound scans and X-rays may be used to check for infection and rule out other causes of your symptoms.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Reactive arthritis,"In most cases, it clears up within a few months and causes no long-term problems.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Reactive arthritis,Most people start returning to normal activities after 3 to 6 months,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR
NHS,Reactive arthritis,"If your symptoms don't get better after a few weeks with other treatment or are very severe, you may be prescribed a DMARD, which also work by reducing inflammation",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Reactive arthritis,The signs and symptoms of reactive arthritis generally start one to four weeks after exposure to a triggering infection.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Reactive arthritis,"Most people will make a full recovery within a year, but a small number of people experience long-term joint problems.",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Reactive arthritis,Symptoms don't usually last longer than 12 months,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Reactive arthritis,"For most people, signs and symptoms come and go, eventually disappearing within 12 months.",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Reactive attachment disorder,"However, more research is needed to determine if problems in older children and adults are related to experiences of reactive attachment disorder in early childhood.",IMPROVE,FAST,FROM 6 MONTH TO 1 YEAR,IMPROVE FAST FROM 6 MONTH TO 1 YEAR
MAYO,Reactive attachment disorder,"Without treatment, reactive attachment disorder can continue for several years and may have lifelong consequences.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Rectal cancer,This procedure preserves the anus so that waste can leave the body normally.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rectal cancer,The combined treatment may increase the chance that your operation will leave the anal area intact so waste can leave the body normally after surgery.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Rectal cancer,"If you've been inactive, start slowly and build up gradually to 30 minutes.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Rectal prolapse,But surgery is usually needed to treat rectal prolapse.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rectovaginal fistula,"Rarely, a rectovaginal fistula may be caused by infections in your anus or rectum; infections of small, bulging pouches in your digestive tract (diverticulitis); long-term inflammation of your colon and rectum (ulcerative colitis); dry, hard stool that gets stuck in the rectum (fecal impaction); or vaginal injury unrelated to childbirth.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rectovaginal fistula,"If a colostomy is needed, your surgeon may wait eight to 12 weeks before repairing the fistula.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Rectovaginal fistula,A fistula caused by radiation usually forms within six months to two years after treatment.,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Rectovaginal fistula,"Usually after about three to six months and confirmation that your fistula has healed, the colostomy can be reversed and normal bowel function restored.",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Recurrent breast cancer,"Even if a cure isn't possible, treatment may control the disease for long periods of time.",PERMANENT,,,PERMANENT
NHS,Red eye,It may get better on its own in a few days,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Red eye,A red eye is usually nothing to worry about and often gets better on its own,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Reflux in babies,It's very common and usually gets better on its own,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Repetitive strain injury (RSI),The symptoms of RSI can range from mild to severe and usually develop gradually,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Repetitive strain injury (RSI),"You may also get swelling in the affected area, which can last for several months",IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
MAYO,Residual limb pain,"It may occur soon after the surgery, often within the first week, but may also last beyond healing.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
MAYO,Residual limb pain,"You may not have control over whether you develop phantom pain after surgery, but you can reduce your discomfort and improve your quality of life.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Respiratory syncytial virus (RSV),"In adults and older, healthy children, RSV symptoms are mild and typically mimic the common cold.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Respiratory syncytial virus (RSV),"In adults and older children, RSV usually causes mild cold-like signs and symptoms.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Respiratory syncytial virus (RSV),"If the RSV infection is severe, a hospital stay may be necessary.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Respiratory syncytial virus (RSV),"Most children and adults recover in one to two weeks, although some might have repeated wheezing.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Respiratory syncytial virus (RSV),But they can be serious in older adults or people with chronic heart or lung disease.,PERMANENT,,,PERMANENT
NHS,Respiratory tract infections (RTIs),Most RTIs pass within 1 to 2 weeks,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Respiratory tract infections (RTIs),a virus (like colds) – this usually clears up by itself after a few weeks and antibiotics will not help,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Restless legs syndrome,"However, symptoms usually disappear after delivery.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Restless legs syndrome,They may be able to put you in touch with other people in your area affected by the condition.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Restless legs syndrome,"About 1 in 5 pregnant women will experience symptoms in the last 3 months of their pregnancy, although it's not clear exactly why this is",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Restless legs syndrome,"Blood tests, particularly for iron deficiency, may be ordered to rule out other possible causes for your symptoms.",PERMANENT,,,PERMANENT
MAYO,Restless legs syndrome,RLS is generally a lifelong condition.,PERMANENT,,,PERMANENT
NHS,Restricted growth (dwarfism),"But most people don't have any other serious problems and are able to live a relatively normal life, with a normal life expectancy.",PERMANENT,,,PERMANENT
MAYO,Retinal detachment,"After your procedure, you'll likely be advised to avoid activities that might jar the eyes — such as running — for a couple of weeks or so.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Retinal detachment,After surgery your vision may take several months to improve.,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Retinal diseases,A tiny electrode chip is implanted in the retina that receives input from a video camera on a pair of eyeglasses.,DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Retinal diseases,"Having a retinal condition can be difficult, and you may need to make changes in your life.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Retinal migraine,"These episodes can be frightening, but in most cases they're harmless and shortlived, and eyesight goes back to normal afterwards.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Retinal migraine,Usually there are no abnormalities within the eye and permanent damage to the eye is rare,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Retinal migraine,partial or total loss of vision in 1 eye – this usually lasts 10 to 20 minutes before vision gradually returns,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Retinoblastoma,"In most cases, this will likely involve eye exams every few months for the first few years after retinoblastoma treatment ends.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Retinoblastoma (eye cancer in children),"In some cases, chemotherapy may be needed before or after these treatments.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rett syndrome,This is a life-threatening problem for many children and adults with Rett syndrome and can result in sudden death.,DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
NHS,Rett syndrome,"During stage 3, some of the stage 2 symptoms may get better – for example, there may be improvements in behaviour, with less irritability and crying.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rett syndrome,"Periods of crying or screaming may begin suddenly, for no apparent reason, and last for hours.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rett syndrome,The need for treatment and support doesn't end as children become older — it's usually necessary throughout life.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rett syndrome,"The most pronounced changes generally occur at 12 to 18 months of age, over a period of weeks or months.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Rett syndrome,"Signs and symptoms are subtle and easily overlooked during the first stage, which starts between 6 and 18 months of age and can last for a few months or a year.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Rett syndrome,"This loss can be rapid or more gradual, occurring over weeks or months.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Rett syndrome,This stage usually begins between the ages of 1 and 4 and may last for any time from 2 months to more than 2 years,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Rett syndrome,"It often lasts for many years, with many children remaining in this stage for most of their lives",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Rett syndrome,Stage 4 can last for years or even decades,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Rett syndrome,The third stage usually begins between the ages of 2 and 10 years and can last for many years.,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Rett syndrome,This stage usually begins after the age of 10 and can last for years or decades.,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Rett syndrome,"These symptoms typically begin from 6 to 18 months and often last for several months, although they can persist for a year or more.",IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
MAYO,Rett syndrome,Most infants with Rett syndrome seem to grow and behave normally for the first six months.,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
NHS,Rett syndrome,"Seizures also usually become less of a problem during teenage and early adult life, although they will often be a lifelong problem to manage.",PERMANENT,,,PERMANENT
NHS,Rett syndrome,"There's no cure for Rett syndrome, so treatment focuses on managing the symptoms.",PERMANENT,,,PERMANENT
MAYO,Rett syndrome,"Although there's no cure for Rett syndrome, potential treatments are being studied.",PERMANENT,,,PERMANENT
MAYO,Rett syndrome,"Although there is no cure for Rett syndrome, treatments are directed toward symptoms and providing support, which may improve the potential for movement, communication and social participation.",PERMANENT,,,PERMANENT
MAYO,Reye's syndrome,Reye's (Reye) syndrome is a rare but serious condition that causes swelling in the liver and brain.,DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Reye's syndrome,Reye's syndrome is usually treated in the hospital.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Reye's syndrome,"Once the swelling in the brain has reduced, the other functions of the body should return to normal within a few days, although it may be several weeks before your child is well enough to leave hospital.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Rhabdomyosarcoma,"Although RMS can arise anywhere in the body, it's more likely to start in the:",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Rhesus disease,"After delivery, the child is likely to be admitted to a neonatal unit (a hospital unit that specialises in caring for newborn babies)",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Rheumatic fever,"Most people make a full recovery, but it can come back",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Rheumatic fever,But it can sometimes take longer to get better,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Rheumatic fever,But your genes may make it more likely that you'll get rheumatic fever,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Rheumatic fever,"If inflammation is in heart tissues, your child might need strict bed rest for a few weeks to a few months, depending on the degree of inflammation.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Rheumatic fever,The onset of rheumatic fever usually occurs about two to four weeks after a strep throat infection.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Rheumatic fever,Most people usually make a full recovery after about a month,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Rheumatic fever,Inflammation caused by rheumatic fever can last a few weeks to several months.,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Rheumatoid arthritis,Joint stiffness that is usually worse in the mornings and after inactivity,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Rheumatoid arthritis,"You usually do not have to stay in hospital overnight for this kind of surgery, but the joint will need to be rested at home for several days.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Rheumatoid arthritis,It can take a few months to notice a DMARD working,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Rheumatoid arthritis,"The latest prosthetic joints have a lifespan of 10 to 20 years, and some function may not be restored after a damaged joint is replaced by a prosthetic one.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Rheumatoid arthritis,Replacement of these joints is a major operation that involves several days in hospital followed by months of rehabilitation.,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
NHS,Rheumatoid arthritis,"Although there's no cure for rheumatoid arthritis, early treatment and support (including medicine, lifestyle changes, supportive treatments and surgery) can reduce the risk of joint damage and limit the impact of the condition.",PERMANENT,,,PERMANENT
NHS,Rheumatoid arthritis,There's no cure for rheumatoid arthritis,PERMANENT,,,PERMANENT
MAYO,Rheumatoid arthritis,There is no cure for rheumatoid arthritis.,PERMANENT,,,PERMANENT
MAYO,Rickets,"During most seasons, 10 to 15 minutes of exposure to the sun near midday is enough.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Rickets and osteomalacia,If you have osteomalacia – the adult form of rickets that causes soft bones – treatment with supplements will usually cure the condition.,PERMANENT,,,PERMANENT
MAYO,Ringworm (body),"For more-severe infections, you may need to take antifungal pills for several weeks.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Rocky Mountain spotted fever,"Although many people become ill within the first week after infection, signs and symptoms may not appear for up to 14 days.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
MAYO,Rocky Mountain spotted fever,"If an infected tick attaches itself to your skin and feeds on your blood for six to 10 hours, you may pick up the infection.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Root canal treatment,"As the infection progresses, these symptoms often disappear as the pulp dies.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
NHS,Root canal treatment,"After your final treatment, your restored tooth should no longer be painful, although it may feel sensitive for a few days.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Root canal treatment,There may also be less chance of the root canal treatment working if the infection within your tooth becomes established.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Root canal treatment,In about 9 out of 10 cases a tooth can survive for up to 10 years after root canal treatment,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Rosacea,"Over time, the oil glands (sebaceous glands) in your nose and sometimes your cheeks become enlarged, resulting in a buildup of tissue on and around your nose — a condition called rhinophyma (rie-no-FIE-muh).",DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,DECLINE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Rosacea,These signs and symptoms may flare up for weeks to months and then go away for a while.,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Rosacea,"With azelaic acid and metronidazole, noticeable improvements generally don't appear for two to six weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Rosacea,"There's no cure for rosacea, but treatment can control and reduce the signs and symptoms.",PERMANENT,,,PERMANENT
MAYO,Roseola,Most children recover fully from roseola within a week of the onset of the fever.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Roseola,You can normally look after your child at home and they should recover within a week,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Roseola,normally fades and disappears within 2 days,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Roseola,The infection should pass within a week,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
MAYO,Roseola,Roseola is a generally mild infection that usually affects children by age 2. It occasionally affects adults.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Roseola,"Adults who never contracted roseola as children can become infected later in life, though the disease tends to be mild in healthy adults.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Roseola,The most common age for a child to contract roseola is between 6 and 15 months.,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Rotator cuff injury,"Without treatment, rotator cuff problems may lead to permanent loss of motion or weakness, and may result in progressive degeneration of the shoulder joint.",DECLINE,SLOWLY,FROM 6 MONTH TO 1 YEAR,DECLINE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Rotator cuff injury,Many people with rotator cuff disease can manage their symptoms and return to activities with physical therapy exercises that improve flexibility and strength of the muscles surrounding the shoulder joint.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rotator cuff injury,"Although resting your shoulder is necessary for your recovery, keeping your shoulder immobilized for a prolonged time can cause the connective tissue enclosing the joint to become thickened and tight (frozen shoulder).",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Rotator cuff injury,Icing your shoulder may help it feel better.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Rotavirus,"Usually, the infection resolves within three to seven days.",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
MAYO,Rotavirus,"This vaccine is given by mouth in three doses, often at ages 2 months, 4 months and 6 months.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Rubella,"No treatment will shorten the course of rubella infection, and symptoms don't usually need to be treated because they're often mild.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rubella,"While this infection may cause mild symptoms or even no symptoms in most people, it can cause serious problems for unborn babies whose mothers become infected during pregnancy.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rubella,But this coincidence in timing typically shouldn't be mistaken for a cause-and-effect relationship.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rubella,Plan to travel overseas or take a cruise,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Rubella,You typically should get a vaccine if you don't fit the criteria listed above and you:,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Rubella (german measles),It usually gets better in about 1 week,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Rubella (german measles),Rubella usually gets better in about 1 week.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Rubella (german measles),The rash takes 2 to 3 weeks to appear after getting rubella.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Rumination syndrome,"Effortless regurgitation, typically within 10 minutes of eating",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Ruptured eardrum (perforated eardrum),"In an outpatient procedure, you can usually go home the same day unless medical anesthesia conditions require a longer hospital stay.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Ruptured eardrum (perforated eardrum),"In some cases, healing takes months.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Ruptured eardrum (perforated eardrum),A ruptured eardrum usually heals within a few weeks without treatment.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Ruptured eardrum (perforated eardrum),Most ruptured (perforated) eardrums heal without treatment within a few weeks.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Ruptured eardrum (perforated eardrum),A ruptured (perforated) eardrum usually heals on its own within weeks.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,SARS (severe acute respiratory syndrome),"The SARS pandemic was eventually brought under control in July 2003, following a policy of isolating people suspected of having the condition and screening all passengers travelling by air from affected countries for signs of the infection.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
NHS,SARS (severe acute respiratory syndrome),"There's currently no cure for SARS, but research to find a vaccine is ongoing.",PERMANENT,,,PERMANENT
NHS,Salivary gland stones,The pain usually lasts 1 to 2 hours,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Salivary gland stones,"If that's not possible, you may need to have the stone removed in hospital.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Salivary gland tumors,"This can cause partial or complete paralysis of your face (facial droop) that can be temporary or, in some situations, permanent.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Salmonella infection,Most healthy people recover within a few days without specific treatment.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
MAYO,Salmonella infection,Signs and symptoms of salmonella infection generally last two to seven days.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
