source,condition,url,fr0,fr1,fr2,fr3,fr4,fr5,fr6,fr7,fr2DET,fr3DET,fr4DET,fr6DET,fr7DET,Sentence,fr0ORI,fr1ORI,fr3ORI,fr4ORI,fr6ORI,fr7ORI,CEsnippet
MAYO,Prostatitis,,NONE,,,,,,,,,,,,,It doesn't require treatment,NONE,,,,,,It doesn't require treatment
MAYO,Pseudobulbar affect,,NONE,,,,,,,,,,,,,"As a result, the condition can be embarrassing and disruptive to your daily life",NONE,,,,,,"As a result, the condition can be embarrassing and disruptive to your daily life"
MAYO,Pseudobulbar affect,,NONE,,,,,,,,,,,,,"Take slow, deep breaths",NONE,,,,,,"Take slow, deep breaths"
MAYO,Pseudocholinesterase deficiency,,PERMANENT,,,,,,,,,,,,,There is no cure for pseudocholinesterase deficiency.,PERMANENT,,,,,,There is no cure for pseudocholinesterase deficiency
MAYO,Pseudomembranous colitis,,NONE,,,,,,,,,,,,,To help prevent the spread of C,NONE,,,,,,To help prevent the spread of C
MAYO,Psoriasis,,NONE,,,,,,,,,,,,,": … liver problems, kidney problems, nutritional deficiencies",IMPROVE,SLOWLY,,,,,": … liver problems, kidney problems, nutritional deficiencies"
MAYO,Psoriasis,,NONE,,,,,,,,,,,,,But some alternative therapies are deemed generally safe and might reduce itching and scaling in people with mild to moderate psoriasis.,,,,,,,But some alternative therapies are deemed generally safe and might reduce itching and scaling in people with mild to moderate psoriasis.
MAYO,Psoriasis,,NONE,,,,,,,,,,,,,Many people develop lines or ridges from the cuticle to the tip.,,,,,,,Many people develop lines or ridges from the cuticle to the tip.
NHS,Psychiatry,,NONE,,,,,,,,,,,,,Getting an appointment with a psychiatrist,NONE,,,,,,Getting an appointment with a psychiatrist
NHS,Psychosis,,NONE,,,,,,,,,,,,,Getting help for others,NONE,,,,,,Getting help for others
NHS,Puberty (early or delayed),,NONE,,,,,,,,,,,,,But it's perfectly normal for puberty to begin at any point between the ages of 8 and 13 in girls and 9 and 14 in boys.,NONE,,,,,,But it's perfectly normal for puberty to begin at any point between the ages of 8 and 13 in girls and 9 and 14 in boys.
NHS,Pubic lice,,NONE,,,,,,,,,,,,,Any sexual partners you have had over the last 3 months will also need to be seen and treated.,,,,,,,Any sexual partners you have had over the last 3 months will also need to be seen and treated.
NHS,Pudendal neuralgia,,NONE,,,,,,,,,,,,,Do not delay seeking advice if the pain is causing problems,NONE,,,,,,Do not delay seeking advice if the pain is causing problems
MAYO,Pulmonary atresia,,NONE,,,,,,,,,,,,,"The heart is divided into four hollow chambers, two on the right and two on the left",NONE,,,,,,"The heart is divided into four hollow chambers, two on the right and two on the left"
MAYO,Pulmonary atresia with intact ventricular septum,,NONE,,,,,,,,,,,,,This procedure is usually done between 4 and 6 months of age,NONE,,,,,,This procedure is usually done between 4 and 6 months of age
MAYO,Pulmonary atresia with ventricular septum defect,,NONE,,,,,,,,,,,,,"However, babies usually outgrow this shunt within a few months",NONE,,,,,,"However, babies usually outgrow this shunt within a few months"
MAYO,Pulmonary embolism,,NONE,,,,,,,,,,,,,As far back as 67-year-old Margaret Parry can [,NONE,,,,,,As far back as 67-year-old Margaret Parry can [
MAYO,Pulmonary embolism,,NONE,,,,,,,,,,,,,Flex your ankles every 15 to 30 minutes,NONE,,,,,,Flex your ankles every 15 to 30 minutes
MAYO,Pulmonary fibrosis,,NONE,,,,,,,,,,,,,Pulmonary fibrosis scars and thickens the tissue around and between the air sacs (alveoli) in your lungs,NONE,,,,,,Pulmonary fibrosis scars and thickens the tissue around and between the air sacs (alveoli) in your lungs
MAYO,Pulmonary hypertension,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,GETS WORSE,,YEAR,,YEAR,"In some people, pulmonary hypertension slowly gets worse and can be life-threatening.",DECLINE,SLOWLY,730.5,DAY,730.5,DAY,"In some people, pulmonary hypertension slowly gets worse and can be life-threatening"
NHS,Pulmonary hypertension,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,WORSE OVER TIME,,YEAR,,YEAR,Pulmonary hypertension usually gets worse over time,DECLINE,SLOWLY,730.5,DAY,730.5,DAY,Pulmonary hypertension usually gets worse over time
NHS,Pulmonary hypertension,,NONE,,,,,,,,,,,,,Causes of pulmonary hypertension,,,,,,,Causes of pulmonary hypertension
NHS,Pulmonary hypertension,,NONE,,,,,,,,,,,,,There are 7 centres in England and 1 in Scotland,,,,,,,There are 7 centres in England and 1 in Scotland
MAYO,Pulmonary valve disease,,NONE,,,,,,,,,,,,,This condition is present at birth (congenital),NONE,,,,,,This condition is present at birth (congenital)
NHS,Pyoderma gangrenosum,,IMPROVE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,FOR,MANY,MONTH,MANY,YEAR,"Some people heal very slowly, over months or years",IMPROVE,SLOWLY,91.31,DAY,730.5,DAY,"Some people heal very slowly, over months or years"
NHS,Rabies,,NONE,,,,,,,,,,,,,"All mammals (including monkeys) can carry rabies, but it's most common in:",,,,,,,"All mammals (including monkeys) can carry rabies, but it's most common in:"
MAYO,Rabies,,NONE,,,,,,,,,,,,,"That way, if it's determined the animal is healthy, you won't need the shots",NONE,,,,,,"That way, if it's determined the animal is healthy, you won't need the shots"
MAYO,Radiation sickness,,DECLINE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,2,DAY,2,WEEK,"Depending on the severity of illness, death can occur within two days or two weeks.",DECLINE,FAST,2,DAY,14,DAY,"Depending on the severity of illness, death can occur within two days or two weeks"
NHS,Radiotherapy,https://www.nhs.uk/conditions/radiotherapy/what-happens/,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,OVER,FEW,MONTH,FEW,MONTH,"Chemotherapy involves several treatment sessions, typically spread over a few months.",IMPROVE,MODERATELY,91.31,DAY,91.31,DAY,spread over a few months
NHS,Radiotherapy,https://www.nhs.uk/conditions/radiotherapy/what-happens/,IMPROVE,FAST,FROM,5,MINUTE,TO,1,DAY,WITHIN,FEW,MINUTES,FEW,MINUTES,It usually only takes a few minutes and is completely painless.,IMPROVE,IMMEDIATELY,0.0035,DAY,0.0035,DAY,It usually only takes a few minutes
MAYO,Ramsay Hunt syndrome,,NONE,,,,,,,,,,,,,The infection can be serious for people who have immune system problems,NONE,,,,,,The infection can be serious for people who have immune system problems
NHS,Rashes in babies and children,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,WITHIN,1,DAY,2,DAY,It usually clears up within a day or 2.,IMPROVE,FAST,1,DAY,2,DAY,It usually clears up within a day or 2.
NHS,Rashes in babies and children,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,WITHIN,1,WEEK,1,WEEK,It usually clears up within a week,IMPROVE,FAST,7,DAY,7,DAY,It usually clears up within a week
NHS,Rashes in babies and children,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,1,WEEK,1,WEEK,They usually clear up within a few weeks and don't need treatment.,IMPROVE,FAST,7,DAY,7,DAY,usually clear up within a few weeks and don't need treatment.
MAYO,Raynaud's disease,,NONE,,,,,,,,,,,,,The goals of treatment are to:,NONE,,,,,,The goals of treatment are to:
MAYO,Reactive arthritis,,IMPROVE,SLOWLY,FROM,6,MONTH,TO,1,YEAR,WITHIN,12,MONTH,12,MONTH,"For most people, signs and symptoms come and go, eventually disappearing within 12 months.",IMPROVE,SLOWLY,365.25,DAY,365.25,DAY,"For most people, signs and symptoms come and go, eventually disappearing within 12 months"
NHS,Reactive arthritis,,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,WITHIN,FEW,MONTH,FEW,MONTH,"In most cases, it clears up within a few months and causes no long-term problems.",IMPROVE,MODERATELY,182.63,DAY,182.63,DAY,"In most cases, it clears up within a few months and causes no long-term problems."
NHS,Reactive arthritis,,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,AFTER,3,MONTH,6,MONTH,Most people start returning to normal activities after 3 to 6 months,IMPROVE,MODERATELY,91.31,DAY,182.63,DAY,Most people start returning to normal activities after 3 to 6 months
NHS,Reactive arthritis,,IMPROVE,SLOWLY,FROM,6,MONTH,TO,1,YEAR,WITHIN,1,YEAR,1,YEAR,"Most people will make a full recovery within a year, but a small number of people experience long-term joint problems.",IMPROVE,SLOWLY,365.25,DAY,365.25,DAY,"Most people will make a full recovery within a year, but a small number of people experience long-term joint problems"
NHS,Reactive arthritis,,NONE,,,,,,,,,,,,,"Alternatively, you may be referred for physiotherapy",NONE,,,,,,"Alternatively, you may be referred for physiotherapy"
MAYO,Reactive attachment disorder,,NONE,,,,,,,,,,,,,Diagnosis isn't usually made before 9 months of age,NONE,,,,,,Diagnosis isn't usually made before 9 months of age
NHS,Rectal cancer,,NONE,,,,,,,,,,,,,A bag is worn over the stoma to collect the poo,NONE,,,,,,A bag is worn over the stoma to collect the poo
MAYO,Rectal prolapse,,NONE,,,,,,,,,,,,,Treatment for rectal prolapse usually involves surgery,NONE,,,,,,Treatment for rectal prolapse usually involves surgery
MAYO,Rectovaginal fistula,,NONE,,,,,,,,,,,,,A rectovaginal fistula may result from:,NONE,,,,,,A rectovaginal fistula may result from:
NHS,Repetitive strain injury (RSI),,NONE,,,,,,,,,,,,,"""Hands-on"" therapies, including physiotherapy, massage or osteopathy, may be available after a referral from your GP, but in some cases there may be a long wait for an appointment.",NONE,,,,,,"""Hands-on"" therapies, including physiotherapy, massage or osteopathy, may be available after a referral from your GP, but in some cases there may be a long wait for an appointment."
MAYO,Respiratory syncytial virus (RSV),,NONE,,,,,,,,,,,,,"However, the virus may continue to spread for up to a few weeks",NONE,,,,,,"However, the virus may continue to spread for up to a few weeks"
NHS,Respiratory tract infections (RTIs),,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,1,WEEK,2,WEEK,Most RTIs pass within 1 to 2 weeks,IMPROVE,FAST,7,DAY,14,DAY,Most RTIs pass within 1 to 2 weeks
NHS,Restless legs syndrome,,NONE,,,,,,,,,,,,,"good sleep habits (for example, going to bed and getting up at the same time every day, not napping during the day, taking time to relax before going to bed, and avoiding caffeine close to bedtime)",NONE,,,,,,"good sleep habits (for example, going to bed and getting up at the same time every day, not napping during the day, taking time to relax before going to bed, and avoiding caffeine close to bedtime)"
MAYO,Restless legs syndrome,,NONE,,,,,,,,,,,,,"Often, there's no known cause for RLS.",,,,,,,"Often, there's no known cause for RLS."
MAYO,Retinal detachment,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,,,,,,"After your procedure, you'll likely be advised to avoid activities that might jar the eyes — such as running — for a couple of weeks or so.",IMPROVE,MODERATELY,14,DAY,42,DAY,"After your procedure, you'll likely be advised to avoid activities that might jar the eyes — such as running — for a couple of weeks or so."
MAYO,Retinal detachment,,NONE,,,,,,,,,,,,,Retinal detachment itself is painless.,,,,,,,Retinal detachment itself is painless.
NHS,Retinal detachment,,NONE,,,,,,,,,,,,,You may need further treatment,NONE,,,,,,You may need further treatment
MAYO,Retractile testicle,,NONE,,,,,,,,,,,,,Retractile testicles don't require surgery or other treatment,NONE,,,,,,don't require surgery or other treatment
MAYO,Retrograde ejaculation,,NONE,,,,,,,,,,,,,Several conditions can cause problems with the muscle that closes the bladder during ejaculation,NONE,,,,,,Several conditions can cause problems with the muscle that closes the bladder during ejaculation
MAYO,Rett syndrome,,NONE,,,,,,,,,,,,,"Over time, children may gradually regain eye contact and develop nonverbal communication skills.",,,,,,,"Over time, children may gradually regain eye contact and develop nonverbal communication skills."
MAYO,Reye's syndrome,,NONE,,,,,,,,,,,,,"As the condition progresses, signs and symptoms may become more serious, including:",,,,,,,"As the condition progresses, signs and symptoms may become more serious, including:"
NHS,Rhesus disease,,NONE,,,,,,,,,,,,,Around half of all cases of rhesus disease are mild and don't usually require much treatment,,,,,,,Around half of all cases of rhesus disease are mild and don't usually require much treatment
NHS,Rhesus disease,,NONE,,,,,,,,,,,,,Preventing rhesus disease,,,,,,,Preventing rhesus disease
MAYO,Rheumatic fever,,IMPROVE,SLOWLY,FROM,6,MONTH,TO,1,YEAR,LAST,FEW,WEEK,SEVERAL,MONTH,Inflammation caused by rheumatic fever can last a few weeks to several months.,IMPROVE,MODERATELY,21,DAY,121.75,DAY,Inflammation caused by rheumatic fever can last a few weeks to several months
MAYO,Rheumatoid arthritis,,NONE,,,,,,,,,,,,,"As the disease progresses, symptoms often spread to the wrists, knees, ankles, elbows, hips and shoulders.",,,,,,,"As the disease progresses, symptoms often spread to the wrists, knees, ankles, elbows, hips and shoulders."
NHS,Rheumatoid arthritis,,NONE,,,,,,,,,,,,,But most people tolerate methotrexate well,,,,,,,But most people tolerate methotrexate well
NHS,Rheumatoid arthritis,,PERMANENT,,,,,,,,,,,,,"Although there's no cure for rheumatoid arthritis, early treatment and support (including medicine, lifestyle changes, supportive treatments and surgery) can reduce the risk of joint damage and limit the impact of the condition.",PERMANENT,,,,,,there's no cure
MAYO,Rheumatoid arthritis,,PERMANENT,,,,,,,,,,,,,There is no cure for rheumatoid arthritis,PERMANENT,,,,,,There is no cure for rheumatoid arthritis
NHS,Rheumatoid arthritis,,PERMANENT,,,,,,,,,,,,,There's no cure for rheumatoid arthritis,PERMANENT,,,,,,There's no cure for rheumatoid arthritis
MAYO,Rickets,,NONE,,,,,,,,,,,,,Guidelines recommend that all infants should receive 400 IU a day of vitamin D,NONE,,,,,,Guidelines recommend that all infants should receive 400 IU a day of vitamin D
MAYO,Ringworm (body),,NONE,,,,,,,,,,,,,Take these steps to reduce your risk of ringworm:,NONE,,,,,,Take these steps to reduce your risk of ringworm:
MAYO,Ringworm (scalp),,NONE,,,,,,,,,,,,,Animal to human.,NONE,,,,,,Animal to human.
MAYO,Ringworm (scalp),,NONE,,,,,,,,,,,,,Patches that slowly expand or enlarge,,,,,,,Patches that slowly expand or enlarge
NHS,Rosacea,,NONE,,,,,,,,,,,,,"It's not known what causes rosacea, but some triggers can make symptoms worse",,,,,,,"It's not known what causes rosacea, but some triggers can make symptoms worse"
NHS,Rosacea,,NONE,,,,,,,,,,,,,taking antibiotics for 6 to 16 weeks,NONE,,,,,,taking antibiotics for 6 to 16 weeks
NHS,Roseola,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,WITHIN,1,WEEK,1,WEEK,The infection should pass within a week,IMPROVE,FAST,7,DAY,7,DAY,should pass within a week
MAYO,Roseola,,NONE,,,,,,,,,,,,,The fever lasts three to five days,NONE,,,,,,The fever lasts three to five days
MAYO,Roseola,,NONE,,,,,,,,,,,,,The most common age for a child to contract roseola is between 6 and 15 months,NONE,,,,,,The most common age for a child to contract roseola is between 6 and 15 months
MAYO,Rotavirus,,NONE,,,,,,,,,,,,,Has diarrhea for more than 24 hours,NONE,,,,,,Has diarrhea for more than 24 hours
NHS,Rubella (german measles),,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,ABOUT,1,WEEK,1,WEEK,It usually gets better in about 1 week,IMPROVE,FAST,7,DAY,7,DAY,It usually gets better in about 1 week
NHS,Rubella (german measles),,NONE,,,,,,,,,,,,,Rubella spreads in coughs and sneezes.,,,,,,,Rubella spreads in coughs and sneezes.
NHS,Rubella (german measles),,NONE,,,,,,,,,,,,,To reduce the risk of spreading or catching it:,NONE,,,,,,To reduce the risk of spreading or catching it:
MAYO,Ruptured eardrum (perforated eardrum),,NONE,,,,,,,,,,,,,Get treatment for middle ear infections.,NONE,,,,,,Get treatment for middle ear infections.
MAYO,Sacral dimple,,NONE,,,,,,,,,,,,,Most sacral dimples are harmless and don't require any treatment,NONE,,,,,,are harmless and don't require any treatment
MAYO,Sacroiliitis,,NONE,,,,,,,,,,,,,Treatment might involve physical therapy and medications,NONE,,,,,,Treatment might involve physical therapy and medications
MAYO,Salmonella infection,,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,UP TO,SEVERAL,MONTH,SEVERAL,MONTH,"Diarrhea may last up to 10 days, although it may take several months before bowels return to normal.",IMPROVE,MODERATELY,121.75,DAY,121.75,DAY,may last up to 10 days
MAYO,Salmonella infection,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,WITHIN,FEW,DAY,FEW,DAY,Most people don't need to seek medical attention for a salmonella infection because it clears up on its own within a few days,IMPROVE,FAST,3,DAY,3,DAY,Most people don't need to seek medical attention for a salmonella infection because it clears up on its own within a few days
NHS,Sarcoidosis,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,WORSE OVER TIME,,YEAR,,YEAR,For some people the condition slowly gets worse over time and they end up with organ damage,DECLINE,SLOWLY,730.5,DAY,730.5,DAY,For some people the condition slowly gets worse over time and they end up with organ damage
MAYO,Sarcoidosis,,PERMANENT,,,,,,,,,,,,,"There is no cure for sarcoidosis, but most people do very well with no treatment or only modest treatment.",PERMANENT,,,,,,There is no cure for sarcoidosis
MAYO,Sarcoma,,NONE,,,,,,,,,,,,,It's not clear what causes most sarcomas.,,,,,,,It's not clear what causes most sarcomas.
MAYO,Scarlet fever,,NONE,,,,,,,,,,,,,Keep your home free from cigarette smoke and cleaning products that can irritate the throat,NONE,,,,,,Keep your home free from cigarette smoke and cleaning products that can irritate the throat
MAYO,Scarlet fever,,NONE,,,,,,,,,,,,,The incubation period — the time between exposure and illness — is usually two to four days,NONE,,,,,,The incubation period — the time between exposure and illness — is usually two to four days
NHS,Scarlet fever,,NONE,,,,,,,,,,,,,To reduce the risk of spreading scarlet fever:,NONE,,,,,,To reduce the risk of spreading scarlet fever:
NHS,Scars,,NONE,,,,,,,,,,,,,"Collagen builds up where the tissue is damaged, helping to heal and strengthen the wound",,,,,,,"Collagen builds up where the tissue is damaged, helping to heal and strengthen the wound"
NHS,Scars,,NONE,,,,,,,,,,,,,"The scar gradually becomes smoother, softer and paler",NONE,,,,,,"The scar gradually becomes smoother, softer and paler"
NHS,Scars,,NONE,,,,,,,,,,,,,You can buy make-up that's specially designed for covering scars from pharmacies,NONE,,,,,,You can buy make-up that's specially designed for covering scars from pharmacies
NHS,Schistosomiasis (bilharzia),,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,FEW,WEEK,FEW,WEEK,"These symptoms, known as acute schistosomiasis, often get better by themselves within a few weeks",IMPROVE,MODERATELY,21,DAY,21,DAY,often get better by themselves within a few weeks
MAYO,Schizoid personality disorder,,NONE,,,,,,,,,,,,,Feel like you can't experience pleasure,NONE,,,,,,Feel like you can't experience pleasure
NHS,Schizophrenia,,PERMANENT,,,,,,,,,,,,,Schizophrenia is a severe long-term mental health condition,PERMANENT,,,,,,Schizophrenia is a severe long-term mental health condition
MAYO,Sciatica,,NONE,,,,,,,,,,,,,Get immediate medical care if:,NONE,,,,,,Get immediate medical care if:
MAYO,Sciatica,,NONE,,,,,,,,,,,,,"So doctors don't typically order these tests unless your pain is severe, or it doesn't improve within a few weeks.",,,,,,,"So doctors don't typically order these tests unless your pain is severe, or it doesn't improve within a few weeks."
NHS,Scurvy,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,2,DAY,2,WEEK,Most people treated for scurvy feel better within 48 hours and make a full recovery within 2 weeks.,IMPROVE,FAST,2,DAY,14,DAY,full recovery within 12 weeks
MAYO,Seasonal affective disorder (SAD),,NONE,,,,,,,,,,,,,"Feeling depressed most of the day, nearly every day",NONE,,,,,,"Feeling depressed most of the day, nearly every day"
NHS,Seasonal affective disorder (SAD),,NONE,,,,,,,,,,,,,feeling lethargic (lacking in energy) and sleepy during the day,NONE,,,,,,feeling lethargic (lacking in energy) and sleepy during the day
MAYO,Seasonal affective disorder (SAD),,NONE,,,,,,,,,,,,,Take a trip.,,,,,,,Take a trip.
MAYO,Seborrheic dermatitis,,NONE,,,,,,,,,,,,,Or you may need many repeated treatments before the symptoms go away.,,,,,,,Or you may need many repeated treatments before the symptoms go away.
NHS,Second degree burn,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,IN AROUND,14,DAY,14,DAY,"Minor burns affecting the outer layer of skin and some of the underlying layer of tissue (superficial dermal burns) normally heal in around 14 days, leaving minimal scarring.",IMPROVE,FAST,14,DAY,14,DAY,"Minor burns affecting the outer layer of skin and some of the underlying layer of tissue (superficial dermal burns) normally heal in around 14 days, leaving minimal scarring."
MAYO,Secondary hypertension,,NONE,,,,,,,,,,,,,Glomerular disease.,,,,,,,Glomerular disease.
MAYO,Secondary hypertension,,NONE,,,,,,,,,,,,,Renovascular hypertension is often caused by the same type of fatty plaques that can damage your coronary arteries (atherosclerosis) or a separate condition in which the muscle and fibrous tissues of the renal artery wall thicken and harden into rings (fibromuscular dysplasia).,,,,,,,Renovascular hypertension is often caused by the same type of fatty plaques that can damage your coronary arteries (atherosclerosis) or a separate condition in which the muscle and fibrous tissues of the renal artery wall thicken and harden into rings (fibromuscular dysplasia).
MAYO,Seizures,,NONE,,,,,,,,,,,,,Any two-dimensional plane — or slice — can be electronically created and displayed on a computer for interpretation.,,,,,,,Any two-dimensional plane — or slice — can be electronically created and displayed on a computer for interpretation.
NHS,Selective mutism,,NONE,,,,,,,,,,,,,how long the person has had selective mutism,NONE,,,,,,how long the person has had selective mutism
MAYO,Separated shoulder,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,FEW,WEEK,FEW,WEEK,A minor separation usually heals within a few weeks.,IMPROVE,MODERATELY,21,DAY,21,DAY,usually heals within a few weeks
MAYO,Separated shoulder,,IMPROVE,MODERATELY,FROM,2,MONTH,TO,6,MONTH,WITHIN,SEVERAL,WEEK,SEVERAL,MONTH,A more severe separation might take several weeks to months to heal.,IMPROVE,MODERATELY,28,DAY,121.75,DAY,might take several weeks to months to heal
MAYO,Separated shoulder,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,FEW,WEEK,FEW,WEEK,Most people regain full shoulder function within a few weeks after having a separated shoulder.,IMPROVE,MODERATELY,21,DAY,21,DAY,Most people regain full shoulder function within a few weeks after having a separated shoulder
MAYO,Separation anxiety disorder,,NONE,,,,,,,,,,,,,Antidepressants called selective serotonin reuptake inhibitors (SSRIs) may be an option for older children and adults,NONE,,,,,,Antidepressants called selective serotonin reuptake inhibitors (SSRIs) may be an option for older children and adults
NHS,Sepsis,https://www.nhs.uk/conditions/sepsis/treatment-and-recovery/,IMPROVE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,WITHIN,,MONTH,MANY,YEAR,"These can last for months, or even years, after you had sepsis.",IMPROVE,SLOWLY,60.88,DAY,730.5,DAY,last for months
MAYO,Sepsis,,NONE,,,,,,,,,,,,,Sepsis is most common and most dangerous in:,,,,,,,Sepsis is most common and most dangerous in:
NHS,Sepsis,,NONE,,,,,,,,,,,,,They may not have all these symptoms.,NONE,,,,,,They may not have all these symptoms.
MAYO,Septic arthritis,,NONE,,,,,,,,,,,,,Existing joint problems,NONE,,,,,,Existing joint problems
MAYO,Severe acute respiratory syndrome (SARS),,NONE,,,,,,,,,,,,,Now several laboratory tests can help detect the virus,NONE,,,,,,Now several laboratory tests can help detect the virus
MAYO,Severe acute respiratory syndrome (SARS),,NONE,,,,,,,,,,,,,"When SARS first surfaced, no specific tests were available",NONE,,,,,,"When SARS first surfaced, no specific tests were available"
NHS,Severe head injury,,NONE,,,,,,,,,,,,,"Depending on how your head injury has affected you, you may need various types of treatment to help with your recovery.",NONE,,,,,,"Depending on how your head injury has affected you, you may need various types of treatment to help with your recovery."
MAYO,Sexually transmitted diseases (STDs),,NONE,,,,,,,,,,,,,You will need an HIV test before you start taking PrEP and then every three months as long as you're taking it,NONE,,,,,,You will need an HIV test before you start taking PrEP and then every three months as long as you're taking it
MAYO,Shaken baby syndrome,,NONE,,,,,,,,,,,,,A CT scan of the brain can help detect injuries that need urgent treatment,NONE,,,,,,A CT scan of the brain can help detect injuries that need urgent treatment
MAYO,Shin splints,,NONE,,,,,,,,,,,,,Remember to start new activities slowly.,,,,,,,Remember to start new activities slowly.
MAYO,Shin splints,,NONE,,,,,,,,,,,,,Take an over-the-counter pain reliever.,NONE,,,,,,Take an over-the-counter pain reliever.
NHS,Shingles,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,UP TO,4,WEEK,4,WEEK,It can take up to 4 weeks for the rash to heal.,IMPROVE,MODERATELY,28,DAY,28,DAY,It can take up to 4 weeks for the rash to heal.
MAYO,Shingles,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,BETWEEN,2,WEEK,6,WEEK,Shingles generally lasts between two and six weeks.,IMPROVE,MODERATELY,14,DAY,42,DAY,generally lasts between two and six weeks
NHS,Shoulder impingement,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,IN,FEW,WEEK,FEW,WEEK,Most people can go home the same day or the day after surgery and are able to use their shoulder normally again after a few weeks.,IMPROVE,MODERATELY,21,DAY,21,DAY,can go home the same day or the day after surgery and are able to use their shoulder normally again after a few weeks
NHS,Shoulder impingement,,NONE,,,,,,,,,,,,,Causes of shoulder impingement,,,,,,,Causes of shoulder impingement
NHS,Shoulder pain,,IMPROVE,SLOWLY,FROM,6,MONTH,TO,1,YEAR,WITHIN,6,MONTH,LONGER,MONTH,It can take 6 months or longer to recover from shoulder pain.,IMPROVE,SLOWLY,182.63,DAY,273.94,DAY,It can take 6 months or longer to recover from shoulder pain.
MAYO,Sick sinus syndrome,,NONE,,,,,,,,,,,,,Cardiac ablation for atrial fibrillation,NONE,,,,,,Cardiac ablation for atrial fibrillation
MAYO,Sick sinus syndrome,,NONE,,,,,,,,,,,,,This can lead to:,NONE,,,,,,This can lead to:
MAYO,Sickle cell anemia,,PERMANENT,,,,,,,,,,,,,There's no cure for most people with sickle cell anemia.,PERMANENT,,,,,,There's no cure for most people with sickle cell anemia
NHS,Sickle cell disease,,NONE,,,,,,,,,,,,,You may be advised to:,NONE,,,,,,You may be advised to:
NHS,Sickle cell disease,,PERMANENT,,,,,,,,,,,,,"Sickle cell disease is a serious and lifelong health condition, although treatment can help manage many of the symptoms.",PERMANENT,,,,,,"Sickle cell disease is a serious and lifelong health condition, although treatment can help manage many of the symptoms."
NHS,Silicosis,,PERMANENT,,,,,,,,,,,,,"Silicosis is a long-term lung disease caused by inhaling large amounts of crystalline silica dust, usually over many years.",PERMANENT,,,,,,Silicosis is a long-term lung
NHS,Sinusitis (sinus infection),https://www.nhs.uk/conditions/sinusitis-sinus-infection/,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,FROM,2,WEEK,3,WEEK,It's common and usually clears up on its own within 2 to 3 weeks,IMPROVE,MODERATELY,14,DAY,21,DAY,within 2 to 3 weeks
NHS,Skin cancer (melanoma),,NONE,,,,,,,,,,,,,hair loss or thinning,NONE,,,,,,hair loss or thinning
NHS,Slapped cheek syndrome,,NONE,,,,,,,,,,,,,How long it lasts,NONE,,,,,,How long it lasts
MAYO,"Sleep apnea, central",,NONE,,,,,,,,,,,,,Central sleep apnea is a serious medical condition,NONE,,,,,,Central sleep apnea is a serious medical condition
MAYO,"Sleep apnea, obstructive",,NONE,,,,,,,,,,,,,Difficulty concentrating during the day,NONE,,,,,,Difficulty concentrating during the day
NHS,Sleep apnoea,,NONE,,,,,,,,,,,,,Sleep apnoea can cause other problems,NONE,,,,,,Sleep apnoea can cause other problems
NHS,Sleep paralysis,,NONE,,,,,,,,,,,,,"disrupted sleeping patterns – for example, because of shift work or jet lag",,,,,,,"disrupted sleeping patterns – for example, because of shift work or jet lag"
MAYO,Small intestinal bacterial overgrowth (SIBO),,NONE,,,,,,,,,,,,,"But bacteria can return when the antibiotic is discontinued, so treatment may need to be long term.",,,,,,,"But bacteria can return when the antibiotic is discontinued, so treatment may need to be long term."
